Query|Route|Time|Time_KNN|Heap_fetches|Heap_max_size
87799 [4, 6, 0, 2, 6] 5 [1, 4]|Found route: [POIs: (3187, 88073, pharmacy, 1.1816667876143072), (4487, 88016, gas_station, 0.23178507358880987), (658, 88026, restaurant, 0.1715423565003755), (2383, 97715, atm_bank, 0.41143632393053176), (4486, 97715, gas_station, 0.0), Length: 1.9964305416340244, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 40 ms|Time for KNN: 39 ms|Heap fetches: 40|Max heap size: 33
223524 [4, 2, 4, 6, 2] 5 [1, 4]|Found route: [POIs: (2829, 222010, pharmacy, 0.8980109965701881), (2471, 221926, atm_bank, 0.012268681090429178), (2829, 222010, pharmacy, 0.012268681090429178), (4374, 222043, gas_station, 0.057714204814977355), (2112, 222135, atm_bank, 0.09656644641176154), Length: 1.0768290099777855, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 13 ms|Time for KNN: 12 ms|Heap fetches: 15|Max heap size: 6
146596 [0, 4, 4, 0, 3] 5 [0, 3]|Found route: [POIs: (1946, 145433, restaurant, 1.1655318919228759), (3229, 146028, pharmacy, 0.12526229938920663), (3229, 146028, pharmacy, 0.0), (562, 146048, restaurant, 0.25614830360442864), (2742, 144082, movie_theater, 0.22296056195597574), Length: 1.7699030568724872, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 366 ms|Time for KNN: 365 ms|Heap fetches: 186|Max heap size: 36
180324 [3, 5, 2, 3, 5] 5 [0, 3]|Found route: [POIs: (2802, 180782, movie_theater, 0.940866801646608), (3498, 182288, pub_bar, 0.5146489022281941), (2086, 182274, atm_bank, 0.05230124359788063), (2678, 172849, movie_theater, 0.1816209040714072), (4243, 173054, pub_bar, 0.2188027417495564), Length: 1.9082405932936464, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 231 ms|Time for KNN: 230 ms|Heap fetches: 193|Max heap size: 46
46374 [3, 0, 1, 4, 0] 5 [1, 4]|Found route: [POIs: (2782, 56332, movie_theater, 4.635334304020856), (94, 57456, restaurant, 0.06354205223533095), (94, 57456, coffee_shop, 0.0), (2878, 57458, pharmacy, 0.16008313094489363), (1438, 57458, restaurant, 0.0), Length: 4.85895948720108, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 28 ms|Time for KNN: 27 ms|Heap fetches: 11|Max heap size: 9
373203 [2, 6, 0, 2, 0] 5 [0, 3]|Found route: [POIs: (2101, 372716, atm_bank, 0.54866229519868), (4390, 373254, gas_station, 0.6399562471683035), (190, 378194, restaurant, 2.5908826818515416), (2107, 377957, atm_bank, 0.09912166630376897), (182, 378056, restaurant, 0.03483959072346227), Length: 3.913462481245757, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 436 ms|Time for KNN: 435 ms|Heap fetches: 175|Max heap size: 49
392927 [6, 6, 1, 0, 6] 5 [1, 4]|Found route: [POIs: (4445, 237271, gas_station, 1.4509621975849725), (4445, 237271, gas_station, 0.0), (695, 237584, coffee_shop, 0.3230523810767849), (695, 237584, restaurant, 0.0), (4469, 238157, gas_station, 0.7160314027502078), Length: 2.4900459814119653, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 356 ms|Time for KNN: 355 ms|Heap fetches: 137|Max heap size: 14
411655 [4, 4, 3, 5, 4] 5 [1, 4]|Found route: [POIs: (3221, 242964, pharmacy, 5.787609152329598), (3069, 241690, pharmacy, 0.8139560110777788), (2721, 241637, movie_theater, 0.3508246767850897), (3810, 241658, pub_bar, 0.19183334575934433), (3219, 241586, pharmacy, 0.05144114251911973), Length: 7.19566432847093, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 184 ms|Time for KNN: 183 ms|Heap fetches: 56|Max heap size: 40
90244 [2, 2, 3, 6, 2] 5 [1, 4]|Found route: [POIs: (2277, 57685, atm_bank, 2.421346268466869), (2277, 57685, atm_bank, 0.0), (2797, 57488, movie_theater, 0.10236546368426284), (4530, 57523, gas_station, 0.7514999452934655), (2117, 58238, atm_bank, 0.6937332711471776), Length: 3.968944948591775, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 5898 ms|Time for KNN: 5880 ms|Heap fetches: 2048|Max heap size: 876
192951 [2, 6, 6, 1, 6] 5 [1, 4]|Found route: [POIs: (2319, 203692, atm_bank, 4.56586722689816), (4372, 207476, gas_station, 1.9958807773561007), (4372, 207476, gas_station, 0.0), (1470, 201830, coffee_shop, 0.9640610933622263), (4373, 199295, gas_station, 0.5181472083473626), Length: 8.04395630596385, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 1512 ms|Time for KNN: 1510 ms|Heap fetches: 292|Max heap size: 57
