Query|PNE_route|Route|Time|Time_PNE|Time_KNN|Time_Dijkstra|Heap_fetches|Heap_max_size
407084 [2, 6, 0, 2] 4 [0, 3]|PNE route: [POIs: (2396, 405239, atm_bank, 1.4555511188006796), (4538, 402564, gas_station, 1.4183758592660118), (74, 405271, restaurant, 1.3654622812715538), (2397, 405353, atm_bank, 0.29895822642848796), Length: 4.538347485766733, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2396, 405239, atm_bank, 1.4555511188006796), (4538, 402564, gas_station, 1.4183758592660118), (74, 405271, restaurant, 1.3654622812715538), (2396, 405239, atm_bank, 0.30182300732077005), Length: 4.541212266659016, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 51547 ms|Time for PNE: 457 ms|Time for KNN: 210 ms|Time for Dijkstra: 50751 ms|Heap fetches: 30|Max heap size: 7
42228 [4, 3, 0, 3] 4 [1, 3]|PNE route: [POIs: (2874, 55693, pharmacy, 7.566007152131275), (2782, 56332, movie_theater, 0.5711196506572623), (94, 57456, restaurant, 0.06354205223533095), (2782, 56332, movie_theater, 0.06354205223533095), Length: 8.264210907259198, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2874, 55693, pharmacy, 7.566007152131275), (2782, 56332, movie_theater, 0.5711196506572623), (94, 57456, restaurant, 0.06354205223533095), (2782, 56332, movie_theater, 0.06354205223533095), Length: 8.264210907259198, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 368 ms|Time for PNE: 240 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
310672 [3, 4, 3, 3] 4 [0, 2]|PNE route: [POIs: (2695, 310697, movie_theater, 0.8503954336368597), (3301, 309687, pharmacy, 0.8137435722126977), (2741, 310716, movie_theater, 0.8081583862656132), (2741, 310716, movie_theater, 0.0), Length: 2.4722973921151707, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2695, 310697, movie_theater, 0.8503954336368597), (3301, 309687, pharmacy, 0.8137435722126977), (2695, 310697, movie_theater, 0.8137435722126979), (2695, 310697, movie_theater, 0.0), Length: 2.477882578062255, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 18364 ms|Time for PNE: 71 ms|Time for KNN: 41 ms|Time for Dijkstra: 17975 ms|Heap fetches: 12|Max heap size: 2
113660 [5, 1, 5, 2] 4 [0, 2]|PNE route: [POIs: (3833, 113360, pub_bar, 0.7380297790073246), (2054, 113232, coffee_shop, 0.08882764170516658), (3833, 113360, pub_bar, 0.08882764170516658), (2672, 113321, atm_bank, 0.1314047126345535), Length: 1.0470897750522112, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (3833, 113360, pub_bar, 0.7380297790073246), (2054, 113232, coffee_shop, 0.08882764170516658), (3833, 113360, pub_bar, 0.08882764170516658), (2672, 113321, atm_bank, 0.1314047126345535), Length: 1.0470897750522112, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 165 ms|Time for PNE: 37 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
53894 [3, 2, 4, 2] 4 [1, 3]|PNE route: [POIs: (2782, 56332, movie_theater, 3.4790594877876173), (2276, 57582, atm_bank, 0.2130569579694126), (2878, 57458, pharmacy, 0.010568225210811976), (2276, 57582, atm_bank, 0.010568225210811976), Length: 3.713252896178654, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2782, 56332, movie_theater, 3.4790594877876173), (2276, 57582, atm_bank, 0.2130569579694126), (2878, 57458, pharmacy, 0.010568225210811976), (2276, 57582, atm_bank, 0.010568225210811976), Length: 3.713252896178654, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 198 ms|Time for PNE: 70 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
389002 [2, 6, 2, 3] 4 [0, 2]|PNE route: [POIs: (2362, 388301, atm_bank, 0.3979148249104948), (4475, 389368, gas_station, 0.9529056908283933), (2231, 388700, atm_bank, 0.9538863387585421), (2707, 388877, movie_theater, 0.0900486704473247), Length: 2.394755524944755, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2614, 388717, atm_bank, 1.1489970203352993), (4475, 389368, gas_station, 0.8658144968315958), (2614, 388717, atm_bank, 0.8658144968315958), (2707, 388877, movie_theater, 0.20030865868783493), Length: 3.080934672686326, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 22235 ms|Time for PNE: 156 ms|Time for KNN: 98 ms|Time for Dijkstra: 21704 ms|Heap fetches: 16|Max heap size: 6
86461 [0, 2, 0, 5] 4 [0, 2]|PNE route: [POIs: (773, 86690, restaurant, 0.41045965572197984), (2385, 86690, atm_bank, 0.0), (773, 86690, restaurant, 0.0), (4044, 95077, pub_bar, 0.8056258851210251), Length: 1.216085540843005, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (773, 86690, restaurant, 0.41045965572197984), (2385, 86690, atm_bank, 0.0), (773, 86690, restaurant, 0.0), (4044, 95077, pub_bar, 0.8056258851210251), Length: 1.216085540843005, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 234 ms|Time for PNE: 104 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
290064 [1, 0, 1, 5] 4 [0, 2]|PNE route: [POIs: (238, 289571, coffee_shop, 2.9616631392100303), (238, 289571, restaurant, 0.0), (238, 289571, coffee_shop, 0.0), (4220, 288331, pub_bar, 3.708839792367964), Length: 6.670502931577994, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (238, 289571, coffee_shop, 2.9616631392100303), (238, 289571, restaurant, 0.0), (238, 289571, coffee_shop, 0.0), (4220, 288331, pub_bar, 3.708839792367964), Length: 6.670502931577994, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 151 ms|Time for PNE: 24 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
119287 [3, 5, 4, 3] 4 [0, 3]|PNE route: [POIs: (2703, 114364, movie_theater, 0.5649599991213319), (3846, 113977, pub_bar, 0.3614562476813507), (3251, 113988, pharmacy, 0.07168504444477791), (2774, 113988, movie_theater, 0.0), Length: 0.9981012912474605, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (2731, 119050, movie_theater, 0.5663606915361695), (4184, 119050, pub_bar, 0.0), (3307, 118988, pharmacy, 0.2683037827323315), (2731, 119050, movie_theater, 0.26830378273233146), Length: 1.1029682570008323, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 33990 ms|Time for PNE: 96 ms|Time for KNN: 68 ms|Time for Dijkstra: 33675 ms|Heap fetches: 20|Max heap size: 6
223824 [0, 1, 0, 1] 4 [0, 2]|PNE route: [POIs: (1320, 201814, restaurant, 2.0762210946507054), (1320, 201814, coffee_shop, 0.0), (1320, 201814, restaurant, 0.0), (1320, 201814, coffee_shop, 0.0), Length: 2.0762210946507054, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Found route: [POIs: (1320, 201814, restaurant, 2.0762210946507054), (1320, 201814, coffee_shop, 0.0), (1320, 201814, restaurant, 0.0), (1320, 201814, coffee_shop, 0.0), Length: 2.0762210946507054, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 193 ms|Time for PNE: 66 ms|Time for KNN: 0 ms|Time for Dijkstra: 0 ms|Heap fetches: 0|Max heap size: 0
