Query|Route|Time|Time_KNN|Heap_fetches|Heap_max_size
219721 [0, 4, 0, 6, 5] 5 [0, 2]|Found route: [POIs: (1654, 218285, restaurant, 1.6952401156315207), (3150, 218096, pharmacy, 0.07858980813906205), (1762, 216803, restaurant, 2.1081058972423548), (4514, 216872, gas_station, 0.05493875453926289), (3959, 244951, pub_bar, 1.645084149462906), Length: 5.581958725015107, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 544 ms|Time for KNN: 542 ms|Heap fetches: 251|Max heap size: 45
201644 [0, 6, 3, 2, 3] 5 [2, 4]|Found route: [POIs: (145, 166258, restaurant, 4.738582330713507), (4524, 166237, gas_station, 0.3372013501367229), (2794, 166640, movie_theater, 0.24060291803385392), (2201, 166188, atm_bank, 0.29857394327356623), (2777, 166597, movie_theater, 0.6390981490594513), Length: 6.254058691217102, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 19047 ms|Time for KNN: 19032 ms|Heap fetches: 1449|Max heap size: 386
420145 [0, 0, 0, 4, 3] 5 [0, 2]|Found route: [POIs: (1703, 420916, restaurant, 0.3744070066836038), (1703, 420916, restaurant, 0.0), (1817, 423150, restaurant, 1.7546815599425036), (3370, 423150, pharmacy, 0.0), (2806, 424193, movie_theater, 0.47735613852886843), Length: 2.6064447051549755, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 700 ms|Time for KNN: 699 ms|Heap fetches: 426|Max heap size: 115
297903 [2, 1, 3, 1, 0] 5 [1, 3]|Found route: [POIs: (2411, 302381, atm_bank, 1.6413664080537627), (836, 302383, coffee_shop, 0.038631931917030474), (2766, 299340, movie_theater, 1.2853003280336937), (372, 299341, coffee_shop, 0.010387478261906898), (372, 299341, restaurant, 0.0), Length: 2.975686146266394, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 119 ms|Time for KNN: 118 ms|Heap fetches: 70|Max heap size: 62
426244 [4, 2, 4, 1, 1] 5 [0, 2]|Found route: [POIs: (3014, 363419, pharmacy, 3.6502330399563143), (2280, 363416, atm_bank, 0.11541312930332348), (3012, 363020, pharmacy, 0.4261940579531122), (1653, 363424, coffee_shop, 0.32416802313197113), (1653, 363424, coffee_shop, 0.0), Length: 4.516008250344721, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 22 ms|Time for KNN: 22 ms|Heap fetches: 16|Max heap size: 11
102780 [1, 6, 1, 3, 3] 5 [0, 2]|Found route: [POIs: (1266, 98747, coffee_shop, 1.6652232856978362), (4493, 98861, gas_station, 0.8959851012074914), (1972, 98921, coffee_shop, 0.5228190044895624), (2814, 98895, movie_theater, 0.21098928987108587), (2814, 98895, movie_theater, 0.0), Length: 3.2950166812659765, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 209 ms|Time for KNN: 209 ms|Heap fetches: 71|Max heap size: 64
185097 [0, 1, 0, 6, 4] 5 [0, 2]|Found route: [POIs: (135, 166499, restaurant, 1.4778512351928477), (135, 166499, coffee_shop, 0.0), (756, 166442, restaurant, 0.09330005534475483), (4524, 166237, gas_station, 0.37503770264452607), (3071, 166243, pharmacy, 0.07209561972315767), Length: 2.018284612905286, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 8517 ms|Time for KNN: 8166 ms|Heap fetches: 8690|Max heap size: 5883
164600 [3, 6, 4, 4, 4] 5 [2, 4]|Found route: [POIs: (2794, 166640, movie_theater, 0.9698386084812396), (4524, 166237, gas_station, 0.24060291803385395), (3071, 166243, pharmacy, 0.07209561972315767), (3071, 166243, pharmacy, 0.0), (2912, 166142, pharmacy, 0.20945459860557494), Length: 1.4919917448438262, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 24 ms|Time for KNN: 24 ms|Heap fetches: 10|Max heap size: 6
360064 [5, 4, 0, 4, 0] 5 [1, 3]|Found route: [POIs: (4217, 278353, pub_bar, 0.39191073883733096), (3315, 278020, pharmacy, 0.3565705406101811), (847, 278293, restaurant, 0.045288894344563145), (3106, 354254, pharmacy, 0.32383799978266864), (1432, 354254, restaurant, 0.0), Length: 1.1176081735747438, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 19 ms|Time for KNN: 18 ms|Heap fetches: 20|Max heap size: 12
278460 [6, 0, 1, 1, 1] 5 [2, 4]|Found route: [POIs: (4441, 272791, gas_station, 2.2853257241098883), (2029, 275359, restaurant, 3.436053915390326), (2029, 275359, coffee_shop, 0.0), (2029, 275359, coffee_shop, 0.0), (857, 275287, coffee_shop, 0.2835213070997079), Length: 6.004900946599921, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 177 ms|Time for KNN: 176 ms|Heap fetches: 62|Max heap size: 18
139251 [2, 1, 2, 1, 6] 5 [0, 2]|Found route: [POIs: (2413, 139330, atm_bank, 0.22305081783368258), (2078, 139499, coffee_shop, 0.5840998734212504), (2658, 139498, atm_bank, 0.032585316906845574), (2078, 139499, coffee_shop, 0.032585316906845574), (4414, 139471, gas_station, 0.2520494947928349), Length: 1.1243708198614588, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 134 ms|Time for KNN: 133 ms|Heap fetches: 166|Max heap size: 33
346360 [5, 2, 4, 2, 5] 5 [1, 3]|Found route: [POIs: (3709, 346849, pub_bar, 0.2120350872812158), (2337, 346850, atm_bank, 0.019142717646972958), (3274, 345923, pharmacy, 0.9673968499093375), (2474, 345972, atm_bank, 0.05638950081803383), (3934, 345383, pub_bar, 0.7846931650234211), Length: 2.039657320678981, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 114 ms|Time for KNN: 113 ms|Heap fetches: 88|Max heap size: 15
410459 [5, 1, 0, 1, 5] 5 [1, 3]|Found route: [POIs: (3812, 242260, pub_bar, 5.327136686587861), (350, 241689, coffee_shop, 0.48452124601292623), (349, 241753, restaurant, 0.1085920438100645), (835, 241496, coffee_shop, 0.14885495305213428), (3810, 241658, pub_bar, 0.21643535809553718), Length: 6.285540287558523, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 140 ms|Time for KNN: 139 ms|Heap fetches: 100|Max heap size: 30
97818 [4, 0, 0, 0, 0] 5 [1, 3]|Found route: [POIs: (3185, 97723, pharmacy, 0.7431578680185035), (1850, 95603, restaurant, 0.12764389495369252), (1850, 95603, restaurant, 0.0), (202, 95615, restaurant, 0.015647378174665653), (202, 95615, restaurant, 0.0), Length: 0.8864491411468617, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 18 ms|Time for KNN: 18 ms|Heap fetches: 26|Max heap size: 17
265417 [0, 2, 3, 0, 3] 5 [2, 4]|Found route: [POIs: (153, 274930, restaurant, 1.3018989923996769), (2199, 274930, atm_bank, 0.0), (2747, 275432, movie_theater, 1.10395589666358), (2080, 275467, restaurant, 0.327695349367367), (2739, 350818, movie_theater, 2.243337857658461), Length: 4.976888096089085, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 14153 ms|Time for KNN: 14136 ms|Heap fetches: 1904|Max heap size: 175
70018 [6, 4, 1, 4, 3] 5 [1, 3]|Found route: [POIs: (4397, 76454, gas_station, 3.138194575239381), (3307, 118988, pharmacy, 0.6665430188040391), (1362, 119043, coffee_shop, 0.029089893556482352), (3366, 119238, pharmacy, 0.26302017853018034), (2731, 119050, movie_theater, 0.34482205758510376), Length: 4.4416697237151865, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 114 ms|Time for KNN: 114 ms|Heap fetches: 66|Max heap size: 21
61914 [4, 1, 6, 5, 6] 5 [2, 4]|Found route: [POIs: (2987, 61694, pharmacy, 1.7355378994954473), (817, 61715, coffee_shop, 0.14929237438721174), (4392, 61690, gas_station, 0.2977070000448071), (4118, 58045, pub_bar, 1.5500329776979223), (4530, 57523, gas_station, 0.8493379631193914), Length: 4.58190821474478, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 383 ms|Time for KNN: 382 ms|Heap fetches: 149|Max heap size: 25
110769 [4, 0, 3, 2, 3] 5 [2, 4]|Found route: [POIs: (3175, 101629, pharmacy, 3.85946775328017), (639, 101646, restaurant, 0.35740988978796817), (2701, 101743, movie_theater, 0.3433014782568584), (2254, 101741, atm_bank, 0.18851434163468325), (2706, 99914, movie_theater, 0.6144116680968418), Length: 5.36310513105652, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 7215 ms|Time for KNN: 7186 ms|Heap fetches: 3252|Max heap size: 729
7607 [2, 4, 0, 1, 0] 5 [2, 4]|Found route: [POIs: (2366, 7553, atm_bank, 1.2509963597804137), (3369, 7494, pharmacy, 0.11629022815194257), (1768, 7477, restaurant, 0.10401398197190156), (497, 7509, coffee_shop, 0.10582022438846647), (497, 7509, restaurant, 0.0), Length: 1.5771207942927241, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 10 ms|Time for KNN: 10 ms|Heap fetches: 7|Max heap size: 4
381553 [6, 0, 4, 5, 4] 5 [2, 4]|Found route: [POIs: (4407, 381123, gas_station, 0.7735295552926169), (1223, 382128, restaurant, 1.0102949267977965), (3396, 382135, pharmacy, 0.03210606738552302), (3950, 382508, pub_bar, 0.4880253767601832), (2948, 382438, pharmacy, 0.26496909493770476), Length: 2.568925021173824, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 166 ms|Time for KNN: 165 ms|Heap fetches: 80|Max heap size: 32
17105 [4, 2, 3, 2, 4] 5 [1, 3]|Found route: [POIs: (3225, 13712, pharmacy, 2.43052703816576), (2556, 13561, atm_bank, 0.020064996276365623), (2775, 12609, movie_theater, 0.11852656803116118), (2475, 12609, atm_bank, 0.0), (3225, 13712, pharmacy, 0.09846157175479556), Length: 2.6675801742280822, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 156 ms|Time for KNN: 155 ms|Heap fetches: 99|Max heap size: 38
