Query|Route|Time|Time_KNN|Heap_fetches|Heap_max_size
322174 [0, 1, 3, 1, 2] [4, 2]|Found route: [POIs: (1434, 322328, coffee_shop, 0.6959679852033351), (1434, 322328, coffee_shop, 0.0), (2688, 322970, movie_theater, 0.49913525349295823), (222, 323027, restaurant, 0.13913744517801307), (2206, 323030, atm_bank, 0.012659789706002775), Length: 1.3469004735803092, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 149 ms|Time for KNN: 68 ms|Heap fetches: 68|Max heap size: 61
50327 [4, 5, 3, 4, 5] [1, 4]|Found route: [POIs: (2782, 56332, movie_theater, 3.6759605364293204), (3454, 57456, pub_bar, 0.06354205223533095), (2878, 57458, pharmacy, 0.16008313094489363), (2878, 57458, pharmacy, 0.0), (3455, 57455, pub_bar, 0.08584450063012916), Length: 3.9854302202396745, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 541 ms|Time for KNN: 409 ms|Heap fetches: 121|Max heap size: 111
44644 [2, 5, 0, 1, 0] [0, 2]|Found route: [POIs: (2137, 52114, atm_bank, 4.216813522791205), (325, 55307, coffee_shop, 0.616475511927774), (325, 55307, restaurant, 0.0), (325, 55307, restaurant, 0.0), (3603, 55453, pub_bar, 0.019332394639034172), Length: 4.852621429358013, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 56 ms|Time for KNN: 28 ms|Heap fetches: 28|Max heap size: 22
109440 [0, 1, 5, 6, 2] [2, 1]|Found route: [POIs: (2307, 107723, atm_bank, 0.9838008600304798), (1705, 107538, coffee_shop, 0.17707578337366967), (3423, 101513, pub_bar, 0.42736550443041), (984, 101309, restaurant, 0.18406274619317237), (4369, 101467, gas_station, 0.4819087322389671), Length: 2.254213626266699, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 736 ms|Time for KNN: 502 ms|Heap fetches: 253|Max heap size: 162
106459 [1, 3, 0, 5, 3] [4, 2]|Found route: [POIs: (4320, 98915, pub_bar, 3.4454608268411304), (2814, 98895, movie_theater, 0.05798277917752695), (1969, 98895, restaurant, 0.0), (1969, 98895, coffee_shop, 0.0), (2814, 98895, movie_theater, 0.0), Length: 3.5034436060186573, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 1433 ms|Time for KNN: 1118 ms|Heap fetches: 362|Max heap size: 310
1623 [6, 3, 0, 6, 1] [1, 0]|Found route: [POIs: (4417, 10283, gas_station, 7.012335250391266), (2775, 12609, movie_theater, 2.8151542062504626), (1471, 12614, restaurant, 0.09991364814858597), (1712, 12384, coffee_shop, 0.16594382274669456), (4443, 12115, gas_station, 1.356202882858769), Length: 11.449549810395778, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 895 ms|Time for KNN: 526 ms|Heap fetches: 297|Max heap size: 56
51091 [3, 3, 6, 4, 3] [3, 1]|Found route: [POIs: (4439, 52586, gas_station, 2.321445700668999), (2704, 56366, movie_theater, 1.733917693125071), (2704, 56366, movie_theater, 0.0), (2875, 56365, pharmacy, 0.056964730243144614), (2704, 56366, movie_theater, 0.056964730243144614), Length: 4.16929285428036, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 247 ms|Time for KNN: 151 ms|Heap fetches: 118|Max heap size: 66
183874 [0, 1, 3, 6, 0] [0, 4]|Found route: [POIs: (785, 183557, restaurant, 0.9131282759008585), (2794, 166640, movie_theater, 0.5787685886104038), (4524, 166237, gas_station, 0.24060291803385395), (145, 166258, coffee_shop, 0.3372013501367229), (145, 166258, restaurant, 0.0), Length: 2.0697011326818395, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 10082 ms|Time for KNN: 8170 ms|Heap fetches: 1273|Max heap size: 1143
225257 [4, 4, 1, 1, 0] [4, 0]|Found route: [POIs: (2892, 220968, pharmacy, 0.9140201112390169), (2892, 220968, pharmacy, 0.0), (4, 220701, coffee_shop, 0.8632332096026968), (4, 220701, coffee_shop, 0.0), (4, 220701, restaurant, 0.0), Length: 1.7772533208417136, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 99 ms|Time for KNN: 54 ms|Heap fetches: 38|Max heap size: 32
101871 [1, 4, 4, 6, 2] [2, 3]|Found route: [POIs: (2563, 102066, atm_bank, 0.4846804196461854), (2064, 102066, coffee_shop, 0.0), (2969, 100227, pharmacy, 0.7140108243917966), (4468, 100177, gas_station, 0.12291145957286097), (2969, 100227, pharmacy, 0.12291145957286095), Length: 1.444514163183704, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 2882 ms|Time for KNN: 2045 ms|Heap fetches: 922|Max heap size: 852
387702 [4, 6, 6, 6, 0] [1, 4]|Found route: [POIs: (2964, 379147, pharmacy, 1.248273879913203), (4381, 379890, gas_station, 0.5456606511716356), (4381, 379890, gas_station, 0.0), (4381, 379890, gas_station, 0.0), (2072, 378092, restaurant, 0.4559635450633127), Length: 2.2498980761481513, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 202 ms|Time for KNN: 181 ms|Heap fetches: 18|Max heap size: 14
67024 [4, 6, 5, 0, 0] [0, 3]|Found route: [POIs: (3183, 97656, pharmacy, 3.1451591905291565), (4486, 97715, gas_station, 0.15758151145907429), (3755, 88064, pub_bar, 0.2974561812470982), (658, 88026, restaurant, 0.150185482147398), (658, 88026, restaurant, 0.0), Length: 3.750382365382727, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 206 ms|Time for KNN: 74 ms|Heap fetches: 108|Max heap size: 75
159451 [6, 2, 0, 6, 3] [2, 4]|Found route: [POIs: (4535, 147405, gas_station, 2.7626861617521272), (4535, 147405, gas_station, 0.0), (1700, 147503, restaurant, 0.06937421625489362), (2242, 147557, atm_bank, 0.18967848521650635), (2746, 147683, movie_theater, 0.18411857657895014), Length: 3.2058574398024775, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 12011 ms|Time for KNN: 7317 ms|Heap fetches: 7572|Max heap size: 3876
347452 [0, 1, 5, 3, 5] [3, 4]|Found route: [POIs: (812, 344668, restaurant, 1.8841495281439609), (812, 344668, coffee_shop, 0.0), (3434, 338574, pub_bar, 0.43309150866526824), (2702, 337770, movie_theater, 0.7450033363850027), (4134, 338244, pub_bar, 0.3766230734023994), Length: 3.438867446596632, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 14206 ms|Time for KNN: 7043 ms|Heap fetches: 8397|Max heap size: 7651
330415 [3, 2, 2, 2, 1] [3, 2]|Found route: [POIs: (1468, 237416, coffee_shop, 0.30879152559863), (2804, 237364, movie_theater, 0.12553445813501526), (2180, 237046, atm_bank, 0.33257274023017935), (2180, 237046, atm_bank, 0.0), (2180, 237046, atm_bank, 0.0), Length: 0.7668987239638246, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 155 ms|Time for KNN: 119 ms|Heap fetches: 24|Max heap size: 21
6449 [0, 3, 0, 5, 1] [4, 1]|Found route: [POIs: (4089, 13556, pub_bar, 6.347223563427556), (2775, 12609, movie_theater, 0.4409358887889871), (1471, 12614, restaurant, 0.09991364814858597), (1471, 12614, restaurant, 0.0), (1712, 12384, coffee_shop, 0.16594382274669456), Length: 7.054016923111823, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 930 ms|Time for KNN: 724 ms|Heap fetches: 181|Max heap size: 147
230269 [4, 6, 5, 6, 1] [4, 2]|Found route: [POIs: (4531, 230109, gas_station, 1.1376992396697683), (4531, 230109, gas_station, 0.0), (3822, 227251, pub_bar, 2.0649015941417552), (3240, 227231, pharmacy, 0.23324537680528076), (861, 227314, coffee_shop, 0.28981161211646955), Length: 3.7256578227332735, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 1252 ms|Time for KNN: 1028 ms|Heap fetches: 263|Max heap size: 195
218112 [5, 6, 6, 1, 5] [1, 0]|Found route: [POIs: (3959, 244951, pub_bar, 3.428913286981724), (4452, 215965, gas_station, 0.7046911970341508), (4452, 215965, gas_station, 0.0), (3959, 244951, pub_bar, 0.7046911970341507), (689, 208959, coffee_shop, 2.5539649259864294), Length: 7.392260607036455, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 1527 ms|Time for KNN: 1281 ms|Heap fetches: 212|Max heap size: 113
142379 [5, 5, 6, 2, 6] [2, 1]|Found route: [POIs: (2658, 139498, atm_bank, 1.3972757297346137), (4361, 139648, pub_bar, 0.05306580400892053), (4414, 139471, gas_station, 0.27252998189490985), (4414, 139471, gas_station, 0.0), (3667, 139132, pub_bar, 0.2067714902689515), Length: 1.9296430059073955, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 814 ms|Time for KNN: 603 ms|Heap fetches: 252|Max heap size: 215
90888 [2, 4, 6, 4, 5] [2, 4]|Found route: [POIs: (3319, 92165, pharmacy, 1.8299616640105731), (3319, 92165, pharmacy, 0.0), (4384, 92018, gas_station, 1.5822036071938148), (2561, 92253, atm_bank, 0.780041035390889), (4101, 92757, pub_bar, 0.6190539115743838), Length: 4.811260218169661, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 1505 ms|Time for KNN: 1156 ms|Heap fetches: 330|Max heap size: 254
403064 [5, 6, 1, 0, 6] [3, 0]|Found route: [POIs: (3715, 402518, pub_bar, 2.269539180057853), (4538, 402564, gas_station, 0.22058139921763867), (4538, 402564, gas_station, 0.0), (498, 403942, restaurant, 1.1148952019188618), (498, 403942, coffee_shop, 0.0), Length: 3.6050157811943535, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 106 ms|Time for KNN: 77 ms|Heap fetches: 24|Max heap size: 19
424321 [5, 2, 3, 2, 6] [3, 0]|Found route: [POIs: (4233, 424193, pub_bar, 0.5136685712900487), (2806, 424193, movie_theater, 0.0), (2557, 424130, atm_bank, 0.05353988500386193), (2557, 424130, atm_bank, 0.0), (4399, 423149, gas_station, 0.5205882700445607), Length: 1.0877967263384714, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 150 ms|Time for KNN: 103 ms|Heap fetches: 41|Max heap size: 21
368061 [3, 5, 0, 6, 1] [1, 3]|Found route: [POIs: (2699, 370865, movie_theater, 0.8006028636428), (3796, 369054, pub_bar, 2.0642166923405485), (621, 373810, restaurant, 0.10349824632386129), (4398, 368905, gas_station, 0.7558809018081388), (622, 373686, coffee_shop, 0.8155181716808323), Length: 4.539716875796181, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 20147 ms|Time for KNN: 15710 ms|Heap fetches: 4305|Max heap size: 3762
