Query|Route|Time|Time_KNN|Heap_fetches|Heap_max_size
50100 [1, 6, 4, 4, 1] [3, 0]|Found route: [POIs: (325, 55307, coffee_shop, 2.6321030967223025), (325, 55307, coffee_shop, 0.0), (2887, 52125, pharmacy, 0.517286582285152), (2887, 52125, pharmacy, 0.0), (4439, 52586, gas_station, 0.3977829456198348), Length: 3.5471726246272888, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 1888 ms|Time for KNN: 371147794 ms|Heap fetches: 303|Max heap size: 186
250229 [5, 5, 2, 1, 0] [4, 0]|Found route: [POIs: (3812, 242260, pub_bar, 6.363929521925321), (3812, 242260, pub_bar, 0.0), (350, 241689, coffee_shop, 0.48452124601292623), (2295, 241941, atm_bank, 0.150897776249769), (349, 241753, restaurant, 0.050904177386855556), Length: 7.050252721574872, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 1167 ms|Time for KNN: 87062695 ms|Heap fetches: 72|Max heap size: 60
294016 [0, 2, 4, 4, 4] [1, 0]|Found route: [POIs: (378, 294328, restaurant, 1.017018867745), (2414, 294328, atm_bank, 0.0), (2884, 294449, pharmacy, 0.0384656972021782), (2884, 294449, pharmacy, 0.0), (2884, 294449, pharmacy, 0.0), Length: 1.0554845649471782, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 896 ms|Time for KNN: 38636333 ms|Heap fetches: 102|Max heap size: 90
372480 [6, 2, 4, 5, 3] [0, 4]|Found route: [POIs: (4478, 373209, gas_station, 0.661576978752804), (2101, 372716, atm_bank, 1.1509962243092187), (3283, 372716, pharmacy, 0.0), (3740, 373838, pub_bar, 0.7079757077640757), (2683, 375297, movie_theater, 1.8585786278316776), Length: 4.379127538657776, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 15016 ms|Time for KNN: 2054184680 ms|Heap fetches: 2335|Max heap size: 1523
314472 [5, 4, 3, 1, 1] [1, 2]|Found route: [POIs: (3745, 325051, pub_bar, 1.9884098000976054), (3269, 325007, pharmacy, 0.24329411259750264), (2809, 326250, movie_theater, 0.7808312398792524), (70, 326250, coffee_shop, 0.0), (70, 326250, coffee_shop, 0.0), Length: 3.0125351525743604, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 5001 ms|Time for KNN: 575745618 ms|Heap fetches: 946|Max heap size: 932
121959 [0, 5, 4, 3, 5] [4, 1]|Found route: [POIs: (2807, 121884, movie_theater, 0.6696329426951305), (4344, 143650, pub_bar, 0.490510208558595), (3380, 143601, pharmacy, 0.17063962870457516), (1940, 143496, restaurant, 0.07596201414449037), (4300, 143598, pub_bar, 0.06069300320707338), Length: 1.4674377973098645, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 22773 ms|Time for KNN: 4887910843 ms|Heap fetches: 7153|Max heap size: 5937
55904 [5, 6, 1, 1, 0] [3, 2]|Found route: [POIs: (4439, 52586, gas_station, 0.927789740961384), (325, 55307, restaurant, 0.8302046203234921), (325, 55307, coffee_shop, 0.0), (325, 55307, coffee_shop, 0.0), (3603, 55453, pub_bar, 0.019332394639034172), Length: 1.7773267559239103, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 15062 ms|Time for KNN: 31364932 ms|Heap fetches: 6201|Max heap size: 1476
165571 [2, 4, 4, 6, 3] [0, 3]|Found route: [POIs: (2201, 166188, atm_bank, 0.433056762352475), (3071, 166243, pharmacy, 0.014863262497621403), (3071, 166243, pharmacy, 0.0), (4524, 166237, gas_station, 0.07209561972315767), (2794, 166640, movie_theater, 0.24060291803385392), Length: 0.7606185626071079, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 1156 ms|Time for KNN: 47970673 ms|Heap fetches: 178|Max heap size: 162
12748 [1, 2, 6, 1, 5] [1, 0]|Found route: [POIs: (530, 11365, coffee_shop, 0.9846583600627015), (2334, 11413, atm_bank, 0.049567945447987274), (530, 11365, coffee_shop, 0.049567945447987274), (4417, 10283, gas_station, 1.2693451172515362), (3436, 10079, pub_bar, 0.6031961175875851), Length: 2.9563354857977973, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 10927 ms|Time for KNN: 1060837822 ms|Heap fetches: 2785|Max heap size: 1664
361932 [2, 6, 3, 4, 5] [1, 4]|Found route: [POIs: (3313, 354955, pharmacy, 1.9945055278682622), (4430, 354980, gas_station, 0.6572168702989356), (2592, 278204, atm_bank, 1.2502704622866856), (2747, 275432, movie_theater, 2.346726015162688), (3816, 275431, pub_bar, 0.08231787822020745), Length: 6.331036753836779, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 14013 ms|Time for KNN: 544312623 ms|Heap fetches: 1100|Max heap size: 938
30971 [1, 0, 2, 5, 6] [0, 3]|Found route: [POIs: (166, 25435, coffee_shop, 0.598554238035934), (166, 25435, restaurant, 0.0), (2207, 25336, atm_bank, 0.22144555277778383), (3829, 25335, pub_bar, 0.08356827735570849), (4462, 25078, gas_station, 0.4548475420173211), Length: 1.3584156101867473, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 1510 ms|Time for KNN: 117631225 ms|Heap fetches: 183|Max heap size: 132
